roman,target,freq,freq_lang,category,status,notes
ttuoh,ទោះ,6984,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.3491
bambhot,បំផុត,6790,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2540
bamphot,បំផុត,6790,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1384; collision=1; existing_targets=បំផត
bomphot,បំផុត,6790,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2550
pir,ពីរ,6671,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.5398
kamm,កម្ម,6605,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3144
riep,រៀប,6420,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3534
gou,គូ,6085,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.9166
guu,គូ,6085,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.4206
lekh,លេខ,5636,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2295
jeachraeun,ជាច្រើន,5552,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1782
jeachrern,ជាច្រើន,5552,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.1994
jeajraeun,ជាច្រើន,5552,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2638
trirm,ត្រឹម,5467,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3431
troem,ត្រឹម,5467,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2457
bal,បាល់,5432,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2109
kaeut,កើត,5286,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3526
sokh,សុខ,5224,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2578
katt,កាត់,5064,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3572
soum,សូម,4984,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.1178
daeum,ដើម,4965,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2115
mei,មី,4963,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.9625; collision=1; existing_targets=ម៉ៃ
karngea,ការងារ,4926,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3095
karngear,ការងារ,4926,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2448
joun,ជូន,4883,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.9415
ayu,អាយុ,4750,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2488
baeuk,បើក,4742,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2628
banghoh,បង្ហោះ,4652,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3076
gruah,គ្រោះ,4634,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.3528
gruoh,គ្រោះ,4634,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.1649; collision=1; existing_targets=គ្រោះជា
gruos,គ្រោះ,4634,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3761
rongvoan,រង្វាន់,4462,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1694
krau,ក្រៅ,4292,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2764; collision=1; existing_targets=ក្រឳ
krov,ក្រៅ,4292,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.4036
chi,ជី,4230,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.4005
jy,ជី,4230,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.5054
slap,ស្លាប់,4201,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2863
gmeon,គ្មាន,4157,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2193
samros,សម្រស់,4135,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.2255
karpear,ការពារ,3914,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3405
juob,ជួប,3911,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2080
yaung,យោង,3790,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3411
young,យោង,3790,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1399
e,ឯ,3769,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3173
kanhnha,កញ្ញា,3727,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2927
brap,ប្រាប់,3715,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3683
samdaeng,សម្ដែង,3668,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1274; collision=1; existing_targets=សំដែង
daeur,ដើរ,3589,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2183
vythi,វិធី,3518,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3448
tbaung,ត្បូង,3474,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3004
tboung,ត្បូង,3474,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1762
thhaem,ថែម,3417,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3130
kechch,កិច្ច,3398,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.3140
joab,ជាប់,3396,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.4555
khmae,ខ្មែរ,3386,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2863
vytyea,វិទ្យា,3375,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3067
yob,យប់,3374,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.5026
yobb,យប់,3374,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3431
phnaek,ភ្នែក,3332,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3738
roab,រាប់,3318,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3732
rorp,រាប់,3318,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.4599
grou,គ្រូ,3300,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.9061
moul,មូល,3264,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.7517; collision=1; existing_targets=មួល
ttykrong,ទីក្រុង,3245,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2406
bhaaeul,ផ្អើល,3231,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2338
phaaeul,ផ្អើល,3231,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.2466
ampy,អំពី,3207,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3973
samkhan,សំខាន់,2998,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1202
broman,ប្រមាណ,2941,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2579
proman,ប្រមាណ,2941,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3638
doek,ដឹក,2895,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2558
sakammopheap,សកម្មភាព,2821,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1465
ei,អី,2789,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2114; collision=1; existing_targets=អ៊ី
bampeak,បំពាក់,2783,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.1303
ry,រី,2691,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3714
monty,មន្ទីរ,2658,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.4014
reaykar,រាយការណ៍,2603,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1644
sorm,សម,2597,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.7502; collision=1; existing_targets=ស្អំ
svaa,ស្វា,2596,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-1.2655
phhumi,ភូមិ,2595,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2562
gaul,គោល,2564,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2958
goul,គោល,2564,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1019
bangkert,បង្កើត,2554,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.2336
kamlang,កម្លាំង,2487,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2073
kaeun,កើន,2451,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3183
ttong,ទង,2449,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2400; collision=1; existing_targets=ទង់|ទោង
grorng,គ្រង,2391,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.5814
loy,លុយ,2378,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-1.0892; collision=1; existing_targets=លយ|ឡូយ
lui,លុយ,2378,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2970
sok,សក់,2370,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3901; collision=1; existing_targets=សក|សុក|សុក្រ|សុខ|សោក|+1
thlay,ថ្លៃ,2358,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3317
harng,ហាង,2247,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.6473
gomraung,គម្រោង,2227,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.1943
gomroung,គម្រោង,2227,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.0737
srap,ស្រាប់,2214,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2652; collision=1; existing_targets=ស្រព
kdau,ក្ដៅ,2157,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2258
dov,ដៅ,2098,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3670
hat,ហាត់,2095,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3841; collision=1; existing_targets=ហត្ថ
sangsai,សង្ស័យ,2091,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1856
sangsay,សង្ស័យ,2091,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2620
kamsan,កម្សាន្ត,2086,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2505
oschar,អស្ចារ្យ,2077,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.3308
dar,ដា,2064,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.8304; collision=1; existing_targets=ដរ|ដារ
triem,ត្រៀម,2019,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1480
phdol,ផ្ដល់,2016,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.2754
daung,ដូង,2004,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3066
doung,ដូង,2004,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1287; collision=1; existing_targets=ដួង
sangha,សង្ហា,1998,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2248
har,ហា,1971,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.6135; collision=1; existing_targets=ហរ|ហារ
ryk,រីក,1936,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3422; collision=1; existing_targets=ឫក|ឫក្ស
chaol,ចោល,1928,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1670
bhaaem,ផ្អែម,1926,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2853
phaaem,ផ្អែម,1926,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.2853
sdeng,ស្ដែង,1860,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.8522
ngear,ងារ,1856,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1776
keyla,កីឡា,1846,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2843
chhab,ឆាប់,1844,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1794; collision=1; existing_targets=ឆាប
chhap,ឆាប់,1844,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3037
sovatthepheap,សុវត្ថិភាព,1830,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.1916
chhean,ឈាន,1829,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2540
vatt,វត្ត,1826,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.3930
vott,វត្ត,1826,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.2039
chak,ចាក់,1805,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2281; collision=1; existing_targets=ចក្រ|ចាក
sanhnha,សញ្ញា,1784,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2151
sanhnhabat,សញ្ញាបត្រ,1784,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2662
sanhnhabat,សញ្ញាប័ត្រ,1784,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2796
bon,បុណ្យ,1768,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2841; collision=1; existing_targets=បន|បន់|ប៉ន់
darn,ដាន,1756,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.9301
ttei,ទៃ,1737,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3095
chey,ជ័យ,1736,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3739; collision=1; existing_targets=ចំណី
jei,ជ័យ,1736,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3459
tnam,ថ្នាំ,1736,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3336
brocheabreypheap,ប្រជាប្រិយភាព,1720,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.1287
brojeabreypheap,ប្រជាប្រិយភាព,1720,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.1616
kun,គុណ,1711,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.9344
phot,ផុត,1693,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.3582; collision=1; existing_targets=ផត
hon,ហ៊ុន,1678,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3265
sirng,សឹង,1668,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3081
soeng,សឹង,1668,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1528; collision=1; existing_targets=ស៊ឹង
reach,រាជ,1667,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1899; collision=1; existing_targets=រាច
suor,សួរ,1657,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.1895
tuo,តួ,1646,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=1; beams=10; score=-0.3177
bet,បិទ,1639,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3112; collision=1; existing_targets=បិត|ប៉ិត
smaeu,ស្មើ,1612,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2145
poal,ពាល់,1582,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.4477
ttob,ទប់,1579,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2246
ttop,ទប់,1579,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.4022
aav,អាវ,1557,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.8154
darl,ដាល,1555,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-1.0033
luoch,លួច,1546,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1695
rot,រត់,1535,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3372; collision=1; existing_targets=រត
poul,ពោល,1533,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2674
jomrers,ជម្រើស,1525,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2504
msyl,ម្សិល,1486,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=2; beams=10; score=-0.2372
saharoth,សហរដ្ឋ,1366,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2850
songg,សង់,1352,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3547
jih,ជិះ,1316,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.4456
snarm,ស្នាម,1310,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.7751
chrieng,ច្រៀង,1288,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.0923
jrieng,ច្រៀង,1288,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2853; collision=1; existing_targets=ជ្រៀង
pisaot,ពិសោធន៍,1281,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2631
poan,ពាន់,1279,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.4521; collision=1; existing_targets=ព័ន្ធ
lerklaeung,លើកឡើង,1206,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.2218
samgoal,សម្គាល់,1204,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3344
somgoal,សម្គាល់,1204,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.3296
ghortt,ឃាត់,1198,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=2; rank=3; beams=10; score=-0.3539
khomar,កុមារ,1197,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3118
komar,កុមារ,1197,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2048
smarn,ស្មាន,1184,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.5300
rouk,រោគ,1178,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1871; collision=1; existing_targets=រោក
tthlou,ធ្លោ,1177,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2206
gau,គោ,1173,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.3944
gou,គោ,1173,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1855
raung,រោង,1162,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.3582; collision=1; existing_targets=រ៉ើងៗ
roung,រោង,1162,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1402
tamnang,តំណាង,1156,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.2203; collision=1; existing_targets=តំណាំង
tomnang,តំណាង,1156,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=3; beams=10; score=-0.2618
vaeng,វែង,1150,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.1708
graung,គ្រោង,1134,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=2; beams=10; score=-0.1992
groung,គ្រោង,1134,km,generated,approved,tonle:s1; reverse=2en; weak_coverage=1; rank=1; beams=10; score=-0.0743
